Order ID,Order Date,Year,Month,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Profit Margin,Payment Mode
10541,22-11-2024,2024,Nov,Shanaya Gokhale,North,Delhi,Sports,Football,Football Dolorem,3,59907,0,179721,40380.73,22.50%,Credit Card
10542,29-07-2025,2025,Jul,Vivaan Ranganathan,East,Kolkata,Electronics,Smartwatch,Smartwatch At,1,60217,0,60217,4724.86,7.80%,Credit Card
10543,01-09-2025,2025,Sep,Prerak Barad,East,Guwahati,Furniture,Cabinet,Cabinet Ullam,1,26901,20,21520.8,1786.22,8.30%,Credit Card
10544,27-11-2024,2024,Nov,Akarsh Chacko,North,Delhi,Kitchen,Cookware Set,Cookware Set Minus,1,38082,10,34273.8,2233.56,6.50%,Net Banking
10545,13-05-2024,2024,May,Faiyaz Srinivas,South,Bangalore,Beauty,Foundation,Foundation Ullam,3,43323,0,129969,13215.51,10.20%,COD
10546,04-03-2024,2024,Mar,Yasmin Vala,South,Chennai,Kitchen,Juicer,Juicer Inventore,5,68608,0,343040,77964.03,22.70%,Net Banking
10547,05-09-2024,2024,Sep,Parinaaz Swaminathan,South,Chennai,Books,Textbook,Textbook Quibusdam,1,43488,20,34790.4,7099.43,20.40%,UPI
10548,18-01-2025,2025,Jan,Romil Chana,North,Lucknow,Books,Fiction,Fiction Dicta,2,48760,15,82892,14454.55,17.40%,COD
10549,17-01-2025,2025,Jan,Rohan Varty,East,Bhubaneswar,Sports,Dumbbells,Dumbbells Illum,3,50155,10,135418.5,26701.56,19.70%,Credit Card
10550,29-09-2025,2025,Sep,Dhanuk Kapur,West,Pune,Groceries,Oil,Oil Omnis,3,52170,20,125208,7746.81,6.20%,Credit Card
10551,23-10-2023,2023,Oct,Sana Gulati,East,Patna,Kitchen,Juicer,Juicer Nobis,4,75849,15,257886.6,55318.94,21.50%,Credit Card
10552,01-08-2025,2025,Aug,Vedika Jha,South,Bangalore,Furniture,Table,Table Nobis,2,31803,20,50884.8,4667.31,9.20%,Credit Card
10553,12-02-2025,2025,Feb,Bhavin Dhawan,East,Bhubaneswar,Electronics,Smartwatch,Smartwatch Cumque,4,33238,0,132952,10594.2,8.00%,COD
10554,31-10-2023,2023,Oct,Eva Khatri,North,Chandigarh,Kitchen,Juicer,Juicer Esse,3,931,10,2513.7,535.45,21.30%,Credit Card
10555,26-02-2024,2024,Feb,Shlok Master,South,Bangalore,Toys,Board Game,Board Game Reiciendis,3,68870,15,175618.5,30596.53,17.40%,COD
10556,16-04-2025,2025,Apr,Aaryahi Madan,North,Jaipur,Groceries,Oil,Oil Pariatur,4,67896,10,244425.6,57853.1,23.70%,COD
10557,05-04-2025,2025,Apr,Manjari Bhavsar,East,Patna,Groceries,Rice,Rice Quis,4,50991,0,203964,50850.65,24.90%,UPI
10558,22-01-2024,2024,Jan,Shayak Mane,South,Hyderabad,Furniture,Chair,Chair Impedit,5,33293,20,133172,19316.3,14.50%,Credit Card
10559,08-02-2024,2024,Feb,Ehsaan Majumdar,East,Kolkata,Groceries,Rice,Rice Aperiam,1,24643,20,19714.4,3850.45,19.50%,Net Banking
10560,27-07-2024,2024,Jul,Bhavin Venkatesh,South,Hyderabad,Books,Fiction,Fiction Dicta,3,15699,0,47097,11281.88,24.00%,Credit Card
10561,25-12-2024,2024,Dec,Pranay Chauhan,South,Bangalore,Furniture,Cabinet,Cabinet Non,4,37952,10,136627.2,26816.31,19.60%,UPI
10562,23-09-2024,2024,Sep,Kiaan Saini,South,Bangalore,Furniture,Chair,Chair Vero,4,37379,20,119612.8,14358.68,12.00%,Credit Card
10563,16-11-2023,2023,Nov,Shayak Lal,West,Pune,Electronics,Camera,Camera Fugiat,5,24751,10,111379.5,16793.71,15.10%,Debit Card
10564,20-11-2023,2023,Nov,Stuvan Ray,East,Kolkata,Home Decor,Vase,Vase Nam,3,44679,0,134037,13699.19,10.20%,COD
10565,28-07-2024,2024,Jul,Riaan Srivastava,South,Bangalore,Home Decor,Lamp,Lamp Similique,5,74779,20,299116,25440.68,8.50%,Net Banking
10566,03-01-2024,2024,Jan,Armaan Kara,South,Hyderabad,Home Decor,Vase,Vase Modi,4,18763,5,71299.4,10868.48,15.20%,Credit Card
10567,07-02-2025,2025,Feb,Hansh Ghosh,East,Bhubaneswar,Books,Non-Fiction,Non-Fiction Velit,2,51862,0,103724,23260.05,22.40%,Debit Card
10568,08-11-2024,2024,Nov,Aaina Chopra,West,Ahmedabad,Kitchen,Cookware Set,Cookware Set Aspernatur,1,51596,5,49016.2,10826.52,22.10%,COD
10569,05-02-2025,2025,Feb,Vritika Cherian,North,Lucknow,Toys,Board Game,Board Game Sed,1,75253,10,67727.7,8682.4,12.80%,Credit Card
10570,05-02-2024,2024,Feb,Vivaan Gole,South,Chennai,Sports,Yoga Mat,Yoga Mat Provident,5,24211,20,96844,20978.59,21.70%,Credit Card
10571,19-07-2024,2024,Jul,Rasha Rana,South,Chennai,Books,Non-Fiction,Non-Fiction Incidunt,1,48566,15,41281.1,5691.51,13.80%,UPI
10572,27-05-2025,2025,May,Raghav Kari,North,Lucknow,Kitchen,Mixer Grinder,Mixer Grinder Illo,5,2378,15,10106.5,2266.82,22.40%,Net Banking
10573,14-10-2023,2023,Oct,Saanvi Gulati,North,Delhi,Books,Fiction,Fiction Cumque,3,43593,0,130779,24348.15,18.60%,UPI
10574,01-07-2024,2024,Jul,Jayan Doshi,West,Pune,Kitchen,Microwave,Microwave Nam,5,13873,5,65896.75,6173.95,9.40%,Debit Card
10575,18-02-2025,2025,Feb,Ryan Sem,East,Patna,Toys,RC Car,RC Car Eligendi,3,60446,10,163204.2,26150.1,16.00%,COD
10576,27-07-2025,2025,Jul,Onkar Buch,West,Mumbai,Kitchen,Mixer Grinder,Mixer Grinder Asperiores,2,20211,15,34358.7,4217.07,12.30%,Credit Card
10577,03-12-2023,2023,Dec,Rati Bawa,North,Chandigarh,Furniture,Table,Table Excepturi,2,69027,5,131151.3,8562.53,6.50%,Debit Card
10578,04-03-2025,2025,Mar,Shamik Tak,East,Ranchi,Books,Biography,Biography Laudantium,2,43919,15,74662.3,14278.04,19.10%,Debit Card
10579,24-02-2024,2024,Feb,Amira Kala,West,Pune,Toys,Action Figure,Action Figure Quidem,5,41431,20,165724,23182.29,14.00%,UPI
10580,12-01-2025,2025,Jan,Samiha Bhagat,North,Lucknow,Books,Textbook,Textbook Dolore,4,78377,0,313508,31018.89,9.90%,UPI
10581,26-06-2024,2024,Jun,Kiaan Khosla,West,Mumbai,Home Decor,Clock,Clock Modi,3,18772,5,53500.2,11704.02,21.90%,COD
10582,17-04-2024,2024,Apr,Charvi Raman,East,Patna,Home Decor,Cushion,Cushion Minus,5,68153,0,340765,26430.68,7.80%,Credit Card
10583,20-10-2023,2023,Oct,Pihu Gola,South,Hyderabad,Electronics,Mobile,Mobile Deleniti,5,71988,20,287952,45956.11,16.00%,Net Banking
10584,09-07-2024,2024,Jul,Neysa Saraf,East,Patna,Toys,Action Figure,Action Figure Totam,5,50927,0,254635,53139.54,20.90%,Credit Card
10585,18-04-2025,2025,Apr,Fateh Maharaj,North,Amritsar,Furniture,Cabinet,Cabinet Quos,2,6450,15,10965,1855.69,16.90%,Credit Card
10586,16-04-2025,2025,Apr,Manikya Chacko,North,Amritsar,Sports,Dumbbells,Dumbbells Accusamus,3,28399,10,76677.3,15749.79,20.50%,COD
10587,08-06-2024,2024,Jun,Azad Anne,South,Coimbatore,Books,Biography,Biography Consectetur,4,30828,20,98649.6,15472.82,15.70%,UPI
10588,17-06-2024,2024,Jun,Mishti Grover,North,Jaipur,Books,Textbook,Textbook Ut,2,50829,5,96575.1,6508.16,6.70%,COD
10589,23-12-2024,2024,Dec,Shaan Sharaf,South,Chennai,Electronics,Camera,Camera Et,5,74570,10,335565,56792.28,16.90%,UPI
10590,22-01-2024,2024,Jan,Amira Ganesh,East,Patna,Books,Comics,Comics Unde,1,54162,15,46037.7,7591.8,16.50%,UPI
10591,06-01-2024,2024,Jan,Pari Mane,South,Hyderabad,Clothing,Women's Wear,Women's Wear Enim,3,48740,0,146220,26677.62,18.20%,UPI
10592,18-02-2024,2024,Feb,Vardaniya Date,West,Goa,Clothing,Accessories,Accessories Animi,1,14717,15,12509.45,2311.81,18.50%,UPI
10593,28-05-2024,2024,May,Mamooty Kapur,North,Delhi,Electronics,Laptop,Laptop Voluptas,3,8775,0,26325,5599.31,21.30%,COD
10594,09-12-2024,2024,Dec,Ritvik Majumdar,South,Thiruvananthapuram,Toys,Doll,Doll Hic,4,6022,5,22883.6,5031.02,22.00%,Credit Card
10595,17-02-2025,2025,Feb,Raghav Rama,East,Guwahati,Home Decor,Wall Art,Wall Art Est,3,67998,15,173394.9,26088.47,15.00%,Net Banking
10596,26-10-2023,2023,Oct,Ishaan Banik,South,Bangalore,Books,Non-Fiction,Non-Fiction Vel,1,31356,15,26652.6,4348.45,16.30%,UPI
10597,29-12-2023,2023,Dec,Khushi Kale,North,Jaipur,Clothing,Men's Wear,Men's Wear Facere,4,24884,5,94559.2,8199.84,8.70%,Net Banking
10598,04-08-2025,2025,Aug,Anvi Tak,East,Guwahati,Furniture,Sofa,Sofa Quibusdam,5,10789,5,51247.75,9805.98,19.10%,Debit Card
10599,13-02-2024,2024,Feb,Aaina Raval,North,Jaipur,Home Decor,Lamp,Lamp Consequatur,2,53243,5,101161.7,8121.41,8.00%,Debit Card
10600,26-07-2025,2025,Jul,Ishita Choudhary,North,Jaipur,Kitchen,Cookware Set,Cookware Set Fugit,5,57074,15,242564.5,17022.51,7.00%,UPI
10601,25-09-2025,2025,Sep,Jayesh Bath,South,Bangalore,Books,Non-Fiction,Non-Fiction Recusandae,1,16702,20,13361.6,2754.76,20.60%,Debit Card
10602,05-01-2025,2025,Jan,Kanav Suresh,North,Amritsar,Furniture,Chair,Chair Assumenda,4,30279,20,96892.8,14303.18,14.80%,COD
10603,29-09-2025,2025,Sep,Anay Bhakta,North,Lucknow,Electronics,Camera,Camera Sit,5,18169,5,86302.75,16364.98,19.00%,Net Banking
10604,24-02-2025,2025,Feb,Azad Bhatti,South,Thiruvananthapuram,Sports,Tennis Racket,Tennis Racket Exercitationem,1,47332,5,44965.4,10363.14,23.00%,Credit Card
10605,20-04-2024,2024,Apr,Miraya Ravi,West,Ahmedabad,Books,Biography,Biography Optio,1,78056,20,62444.8,7677.58,12.30%,Credit Card
10606,29-03-2025,2025,Mar,Taran Bedi,West,Goa,Books,Non-Fiction,Non-Fiction Debitis,3,9734,15,24821.7,3183.42,12.80%,Credit Card
10607,22-12-2023,2023,Dec,Veer Sule,North,Delhi,Toys,Action Figure,Action Figure Corporis,5,23521,0,117605,22118.89,18.80%,Net Banking
10608,16-06-2024,2024,Jun,Ela Lanka,West,Pune,Clothing,Men's Wear,Men's Wear Harum,3,55690,20,133656,30876.49,23.10%,Debit Card
10609,16-07-2024,2024,Jul,Hansh Bobal,West,Goa,Electronics,Camera,Camera Voluptas,2,57107,10,102792.6,9117.52,8.90%,UPI
10610,10-08-2025,2025,Aug,Vaibhav Viswanathan,North,Delhi,Furniture,Cabinet,Cabinet In,5,47580,10,214110,52461.29,24.50%,UPI
10611,05-07-2024,2024,Jul,Sahil Chandran,South,Bangalore,Sports,Tennis Racket,Tennis Racket Quibusdam,4,24758,10,89128.8,17633.75,19.80%,Debit Card
10612,17-04-2024,2024,Apr,Fateh Iyengar,North,Amritsar,Groceries,Oil,Oil Natus,5,61341,0,306705,54809.56,17.90%,COD
10613,22-01-2024,2024,Jan,Riya Magar,East,Guwahati,Kitchen,Juicer,Juicer Minima,1,48742,20,38993.6,2500.78,6.40%,UPI
10614,17-02-2024,2024,Feb,Urvi Krishnan,North,Chandigarh,Kitchen,Refrigerator,Refrigerator Temporibus,1,70950,15,60307.5,3766.9,6.20%,Net Banking
10615,29-08-2025,2025,Aug,Madhup Subramaniam,South,Thiruvananthapuram,Kitchen,Mixer Grinder,Mixer Grinder In,2,20177,0,40354,7568.53,18.80%,COD
10616,05-03-2025,2025,Mar,Aaryahi Das,West,Goa,Toys,Puzzle,Puzzle Temporibus,2,43083,10,77549.4,9064.67,11.70%,Net Banking
10617,27-11-2024,2024,Nov,Manjari Gera,East,Ranchi,Beauty,Lipstick,Lipstick Ab,4,42939,15,145992.6,26081.05,17.90%,Credit Card
10618,09-03-2024,2024,Mar,Kismat Mand,West,Goa,Beauty,Face Cream,Face Cream Ipsam,5,4438,15,18861.5,3782.64,20.10%,Net Banking
10619,26-10-2024,2024,Oct,Divij Gulati,North,Delhi,Furniture,Bed,Bed Distinctio,1,9310,5,8844.5,502.84,5.70%,Credit Card
10620,14-07-2024,2024,Jul,Shlok Keer,East,Kolkata,Kitchen,Microwave,Microwave Nihil,2,59992,20,95987.2,23975.87,25.00%,UPI
10621,08-06-2024,2024,Jun,Alisha Rajagopalan,South,Thiruvananthapuram,Furniture,Bed,Bed Id,5,3356,15,14263,2970.9,20.80%,Net Banking
10622,03-08-2024,2024,Aug,Taran Iyengar,East,Guwahati,Clothing,Women's Wear,Women's Wear Ducimus,3,61043,5,173972.55,38352.02,22.00%,Net Banking
10623,10-03-2024,2024,Mar,Zaina Chanda,South,Thiruvananthapuram,Toys,Puzzle,Puzzle Excepturi,2,52113,5,99014.7,8488.74,8.60%,Net Banking
10624,06-01-2024,2024,Jan,Aarna Khare,North,Jaipur,Groceries,Spices,Spices Dolor,1,39768,0,39768,5767.62,14.50%,Credit Card
10625,30-10-2024,2024,Oct,Abram Date,West,Goa,Electronics,Laptop,Laptop Reiciendis,5,71640,0,358200,58879.57,16.40%,Net Banking
10626,14-12-2023,2023,Dec,Jivika Magar,West,Goa,Beauty,Lipstick,Lipstick Modi,3,50003,5,142508.55,16379.77,11.50%,Debit Card
10627,04-11-2024,2024,Nov,Lakshit Wagle,South,Hyderabad,Furniture,Sofa,Sofa Dignissimos,5,55331,10,248989.5,16310.2,6.60%,Debit Card
10628,03-07-2024,2024,Jul,Sara Kannan,East,Guwahati,Electronics,Mobile,Mobile Exercitationem,3,64330,20,154392,12756.4,8.30%,Credit Card
10629,18-03-2024,2024,Mar,Indranil Kakar,North,Lucknow,Furniture,Bed,Bed Sapiente,1,2233,15,1898.05,439.4,23.20%,UPI
10630,19-06-2025,2025,Jun,Advik Subramaniam,South,Bangalore,Books,Comics,Comics Vitae,2,69355,10,124839,12058.92,9.70%,COD
10631,07-10-2024,2024,Oct,Madhav Jani,East,Patna,Beauty,Face Cream,Face Cream Magni,1,38873,20,31098.4,2237.46,7.20%,Credit Card
10632,18-10-2023,2023,Oct,Kartik Lall,West,Goa,Kitchen,Microwave,Microwave Consectetur,2,54696,20,87513.6,18437.08,21.10%,COD
10633,08-11-2023,2023,Nov,Vedika Atwal,North,Chandigarh,Sports,Cricket Bat,Cricket Bat Labore,4,35062,5,133235.6,32120.29,24.10%,UPI
10634,27-03-2025,2025,Mar,Ahana  Sampath,West,Pune,Books,Textbook,Textbook Placeat,2,3935,0,7870,844.48,10.70%,Debit Card
10635,14-03-2024,2024,Mar,Nishith Kara,South,Thiruvananthapuram,Books,Non-Fiction,Non-Fiction Reprehenderit,5,57996,0,289980,60817.43,21.00%,COD
10636,08-05-2025,2025,May,Anya Sandhu,West,Mumbai,Toys,Puzzle,Puzzle Veritatis,1,74462,20,59569.6,4505.47,7.60%,Credit Card
10637,24-01-2024,2024,Jan,Kiara Keer,West,Surat,Clothing,Shoes,Shoes Voluptas,2,32039,20,51262.4,5086.3,9.90%,Credit Card
10638,25-08-2025,2025,Aug,Rhea Saxena,East,Ranchi,Clothing,Shoes,Shoes Voluptate,1,55302,15,47006.7,10277.79,21.90%,Debit Card
10639,20-10-2024,2024,Oct,Oorja Sandal,West,Ahmedabad,Groceries,Spices,Spices Quo,3,60596,15,154519.8,30780.09,19.90%,Credit Card
10640,28-02-2024,2024,Feb,Kanav Sanghvi,West,Surat,Toys,Puzzle,Puzzle Quo,3,63987,15,163166.85,34853.88,21.40%,Net Banking
10641,25-07-2025,2025,Jul,Elakshi Chatterjee,East,Kolkata,Books,Biography,Biography Veniam,2,2216,0,4432,1076.22,24.30%,Net Banking
10642,27-05-2024,2024,May,Hazel Varma,East,Guwahati,Kitchen,Juicer,Juicer Distinctio,1,62090,5,58985.5,7879.2,13.40%,UPI
10643,06-11-2023,2023,Nov,Abram Balasubramanian,North,Chandigarh,Toys,RC Car,RC Car Necessitatibus,1,6142,10,5527.8,923.99,16.70%,Credit Card
10644,07-05-2024,2024,May,Diya Sagar,North,Chandigarh,Clothing,Accessories,Accessories Sit,5,73310,5,348222.5,24671.88,7.10%,Credit Card
10645,03-09-2025,2025,Sep,Mamooty Zachariah,South,Thiruvananthapuram,Books,Comics,Comics Libero,1,29735,10,26761.5,4030.7,15.10%,Net Banking
10646,02-03-2025,2025,Mar,Tiya Warrior,South,Coimbatore,Clothing,Shoes,Shoes At,1,13768,0,13768,1659.48,12.10%,Debit Card
10647,03-12-2024,2024,Dec,Rhea Sabharwal,North,Jaipur,Toys,Action Figure,Action Figure Molestias,5,64144,15,272612,18472.82,6.80%,COD
10648,13-10-2023,2023,Oct,Lavanya Desai,North,Lucknow,Books,Fiction,Fiction Consequatur,5,23990,15,101957.5,5116.45,5.00%,Credit Card
10649,29-10-2024,2024,Oct,Ivan Shenoy,East,Patna,Groceries,Spices,Spices Ullam,4,23799,20,76156.8,9593.12,12.60%,UPI
10650,04-05-2024,2024,May,Kismat Bhatti,South,Hyderabad,Books,Comics,Comics Asperiores,3,45036,20,108086.4,23167.57,21.40%,Net Banking
10651,14-11-2024,2024,Nov,Anahi Sharaf,West,Goa,Groceries,Oil,Oil Beatae,2,15732,10,28317.6,6101.14,21.50%,UPI
10652,31-08-2024,2024,Aug,Vedika Johal,North,Delhi,Toys,Doll,Doll Quaerat,4,33639,5,127828.2,22607.99,17.70%,Credit Card
10653,17-10-2024,2024,Oct,Abram Baral,East,Kolkata,Kitchen,Refrigerator,Refrigerator Deleniti,1,40338,10,36304.2,5994.44,16.50%,Debit Card
10654,25-08-2024,2024,Aug,Jivika Sani,East,Patna,Sports,Dumbbells,Dumbbells Accusamus,2,8873,5,16858.7,2506.08,14.90%,COD
10655,15-06-2025,2025,Jun,Pihu Datta,East,Kolkata,Sports,Yoga Mat,Yoga Mat Cum,4,47066,15,160024.4,25992.03,16.20%,Net Banking
10656,03-07-2025,2025,Jul,Anika Thaker,North,Jaipur,Electronics,Camera,Camera Veritatis,5,60803,20,243212,48161.52,19.80%,Credit Card
10657,02-04-2025,2025,Apr,Sumer Lanka,North,Lucknow,Furniture,Bed,Bed Eveniet,5,15239,15,64765.75,6005.61,9.30%,UPI
10658,12-11-2024,2024,Nov,Nehmat Rattan,North,Lucknow,Electronics,Mobile,Mobile Adipisci,5,23494,15,99849.5,11088.18,11.10%,Net Banking
10659,11-08-2025,2025,Aug,Riaan Banik,East,Guwahati,Sports,Yoga Mat,Yoga Mat Officiis,4,54966,20,175891.2,34105.84,19.40%,UPI
10660,21-08-2024,2024,Aug,Fateh Sahota,North,Amritsar,Beauty,Foundation,Foundation Nostrum,4,53502,10,192607.2,44323.62,23.00%,UPI
10661,11-09-2024,2024,Sep,Saanvi Solanki,South,Thiruvananthapuram,Clothing,Accessories,Accessories Libero,2,50880,15,86496,11193.8,12.90%,UPI
10662,12-07-2024,2024,Jul,Bhavin Date,South,Chennai,Books,Fiction,Fiction Officiis,3,2983,5,8501.55,1069.73,12.60%,COD
10663,06-06-2025,2025,Jun,Ivana Goswami,West,Mumbai,Home Decor,Vase,Vase Perferendis,1,76363,0,76363,18403.02,24.10%,UPI
10664,10-06-2024,2024,Jun,Zain Mani,North,Jaipur,Clothing,Shoes,Shoes Doloremque,4,47929,5,182130.2,30387.53,16.70%,Net Banking
10665,03-01-2025,2025,Jan,Ahana  Chanda,East,Bhubaneswar,Electronics,Laptop,Laptop Quaerat,4,54039,5,205348.2,35865.22,17.50%,Debit Card
10666,13-01-2024,2024,Jan,Ojas Bhalla,North,Chandigarh,Books,Fiction,Fiction Blanditiis,3,10688,10,28857.6,4466.64,15.50%,UPI
10667,09-03-2024,2024,Mar,Riaan Char,East,Guwahati,Books,Non-Fiction,Non-Fiction Officiis,2,68843,5,130801.7,31514.33,24.10%,Net Banking
10668,10-03-2025,2025,Mar,Anaya Bhasin,East,Ranchi,Beauty,Foundation,Foundation Cumque,5,35211,10,158449.5,14340.06,9.10%,UPI
10669,08-03-2024,2024,Mar,Eshani Chana,North,Amritsar,Groceries,Rice,Rice Molestiae,4,62276,5,236648.8,13046.37,5.50%,Credit Card
10670,27-02-2025,2025,Feb,Aradhya Ganguly,North,Lucknow,Electronics,Camera,Camera Provident,3,27587,5,78622.95,19128.29,24.30%,Credit Card
10671,03-12-2023,2023,Dec,Lagan Ram,West,Pune,Sports,Dumbbells,Dumbbells Cupiditate,4,12694,5,48237.2,7333.18,15.20%,Debit Card
10672,22-02-2025,2025,Feb,Yuvaan Gokhale,East,Guwahati,Sports,Yoga Mat,Yoga Mat Hic,1,35030,15,29775.5,3839.4,12.90%,COD
10673,03-06-2024,2024,Jun,Indrans Venkatesh,East,Patna,Books,Comics,Comics Ea,5,27224,20,108896,11664.45,10.70%,Debit Card
10674,17-07-2024,2024,Jul,Nakul Bahri,South,Coimbatore,Toys,Board Game,Board Game Veritatis,3,46101,5,131387.85,30694.75,23.40%,UPI
10675,30-01-2025,2025,Jan,Dharmajan Comar,East,Patna,Furniture,Chair,Chair At,5,70838,20,283352,59929.82,21.20%,UPI
10676,25-08-2025,2025,Aug,Reyansh Shenoy,South,Thiruvananthapuram,Furniture,Table,Table Repudiandae,2,74289,5,141149.1,10114.55,7.20%,COD
10677,18-01-2024,2024,Jan,Yasmin Johal,West,Ahmedabad,Books,Biography,Biography Quaerat,1,43058,10,38752.2,3808.71,9.80%,Credit Card
10678,20-06-2024,2024,Jun,Keya Kalla,North,Lucknow,Groceries,Spices,Spices Inventore,3,58209,0,174627,29134.83,16.70%,Debit Card
10679,11-09-2025,2025,Sep,Divij Chada,East,Patna,Beauty,Shampoo,Shampoo Animi,3,21822,5,62192.7,4352.36,7.00%,Credit Card
10680,16-05-2025,2025,May,Kanav Gaba,North,Lucknow,Furniture,Chair,Chair Unde,2,76866,10,138358.8,30204,21.80%,Debit Card
10681,11-07-2025,2025,Jul,Riaan Korpal,North,Jaipur,Books,Comics,Comics Eveniet,2,61896,10,111412.8,22664.98,20.30%,Net Banking
10682,10-01-2025,2025,Jan,Ryan Ben,South,Chennai,Furniture,Chair,Chair Optio,1,34958,15,29714.3,5847.67,19.70%,Credit Card
10683,20-04-2024,2024,Apr,Tara Walia,East,Kolkata,Electronics,Smartwatch,Smartwatch Culpa,2,66419,5,126196.1,26301.68,20.80%,Net Banking
10684,22-06-2024,2024,Jun,Rohan Sachar,East,Bhubaneswar,Clothing,Women's Wear,Women's Wear Corporis,3,12189,20,29253.6,3541.45,12.10%,Credit Card
10685,04-12-2023,2023,Dec,Dhruv Sule,West,Mumbai,Sports,Football,Football Repellat,2,16471,5,31294.9,3532.93,11.30%,Credit Card
10686,08-02-2025,2025,Feb,Piya Ranganathan,North,Lucknow,Beauty,Shampoo,Shampoo Voluptate,5,63227,20,252908,19686.13,7.80%,Net Banking
10687,28-02-2025,2025,Feb,Saanvi Chaudhari,South,Chennai,Toys,RC Car,RC Car Exercitationem,5,30855,0,154275,38388.1,24.90%,COD
10688,09-09-2024,2024,Sep,Kiaan Desai,North,Jaipur,Clothing,Women's Wear,Women's Wear Eos,4,56628,5,215186.4,40621.43,18.90%,Credit Card
10689,23-02-2024,2024,Feb,Krish Subramanian,East,Guwahati,Sports,Football,Football Alias,3,62910,10,169857,12285.11,7.20%,COD
10690,21-09-2024,2024,Sep,Kanav Anne,South,Thiruvananthapuram,Kitchen,Microwave,Microwave Eum,5,32237,10,145066.5,34640.69,23.90%,Credit Card
10691,29-09-2025,2025,Sep,Indranil Ramachandran,East,Guwahati,Furniture,Bed,Bed Doloremque,2,5427,5,10311.3,1231.23,11.90%,Debit Card
10692,29-05-2025,2025,May,Advik Behl,South,Chennai,Clothing,Men's Wear,Men's Wear Consequatur,2,31734,0,63468,4890.14,7.70%,Debit Card
10693,06-09-2024,2024,Sep,Umang Shanker,North,Lucknow,Toys,Puzzle,Puzzle Dignissimos,5,45728,10,205776,38038.66,18.50%,Credit Card
10694,25-05-2024,2024,May,Devansh Ram,South,Hyderabad,Kitchen,Juicer,Juicer Fugit,5,22831,20,91324,9776.22,10.70%,Net Banking
10695,13-04-2025,2025,Apr,Devansh Rao,North,Delhi,Kitchen,Cookware Set,Cookware Set Ab,2,64629,20,103406.4,7841.37,7.60%,Debit Card
10696,30-11-2023,2023,Nov,Samarth Toor,North,Amritsar,Books,Non-Fiction,Non-Fiction Ut,2,71911,5,136630.9,26339.48,19.30%,Debit Card
10697,09-07-2024,2024,Jul,Saira Bumb,East,Kolkata,Groceries,Wheat,Wheat Maiores,1,64669,0,64669,5061.88,7.80%,Net Banking
10698,28-07-2024,2024,Jul,Dhanush Bora,East,Guwahati,Books,Non-Fiction,Non-Fiction Quos,4,60046,10,216165.6,27200.45,12.60%,COD
10699,12-01-2025,2025,Jan,Mannat Wagle,East,Guwahati,Furniture,Cabinet,Cabinet Suscipit,5,13334,0,66670,3371.66,5.10%,COD
10700,15-12-2024,2024,Dec,Devansh Swaminathan,East,Kolkata,Books,Fiction,Fiction Ad,1,22975,0,22975,3383.11,14.70%,UPI
10701,17-04-2025,2025,Apr,Diya Gaba,East,Guwahati,Home Decor,Cushion,Cushion Minima,3,63216,5,180165.6,33139.42,18.40%,Credit Card
10702,24-03-2025,2025,Mar,Indrans Sharma,West,Ahmedabad,Books,Biography,Biography Praesentium,5,4261,10,19174.5,1273.76,6.60%,UPI
10703,31-05-2025,2025,May,Saksham Rau,West,Ahmedabad,Books,Biography,Biography Voluptates,2,56170,0,112340,18601.12,16.60%,COD
10704,01-12-2024,2024,Dec,Mehul Kuruvilla,West,Ahmedabad,Kitchen,Mixer Grinder,Mixer Grinder Eos,3,45035,15,114839.25,12451.44,10.80%,UPI
10705,28-05-2025,2025,May,Anika Bhattacharyya,North,Lucknow,Home Decor,Wall Art,Wall Art Saepe,3,7724,10,20854.8,3448.12,16.50%,Net Banking
10706,16-12-2023,2023,Dec,Kavya Rau,East,Ranchi,Books,Fiction,Fiction Consectetur,5,58809,20,235236,53954.65,22.90%,Net Banking
10707,30-07-2025,2025,Jul,Shlok Deep,West,Goa,Toys,Action Figure,Action Figure Nobis,1,1182,10,1063.8,124.23,11.70%,Net Banking
10708,31-03-2025,2025,Mar,Seher Maharaj,West,Goa,Furniture,Chair,Chair Numquam,5,78096,5,370956,80162.41,21.60%,Net Banking
10709,28-11-2023,2023,Nov,Kanav Tak,South,Chennai,Groceries,Sugar,Sugar Reiciendis,1,19369,0,19369,1170.51,6.00%,UPI
10710,22-09-2024,2024,Sep,Ayesha Sampath,East,Ranchi,Kitchen,Refrigerator,Refrigerator Voluptatibus,3,10570,10,28539,2622.42,9.20%,Net Banking
10711,10-03-2025,2025,Mar,Vanya Sachdeva,North,Lucknow,Sports,Tennis Racket,Tennis Racket Quae,3,19794,10,53443.8,8011.06,15.00%,UPI
10712,09-11-2023,2023,Nov,Misha Dar,West,Pune,Sports,Football,Football Eaque,3,45473,5,129598.05,24022.94,18.50%,Credit Card
10713,11-11-2023,2023,Nov,Vivaan Suresh,North,Chandigarh,Beauty,Face Cream,Face Cream Sint,5,19763,10,88933.5,9232.05,10.40%,Net Banking
10714,25-02-2024,2024,Feb,Ayesha Ray,East,Bhubaneswar,Kitchen,Refrigerator,Refrigerator Maiores,5,66615,20,266460,22429.77,8.40%,COD
